"Country or Area","Year(s)","Variant","Value"
"Mozambique","2017","Momentum","28739.923"
"Myanmar","2017","Medium","53370.609"
"Myanmar","2017","High","53535.828"
"Myanmar","2017","Low","53233.329"
"Myanmar","2017","Constant fertility","53449.154"
"Myanmar","2017","Instant replacement","53362.982"
"Myanmar","2017","Zero migration","53426.049"
"Myanmar","2017","Constant mortality","53361.951"
"Myanmar","2017","No change","53426.063"
"Myanmar","2017","Momentum","53384.582"
"Namibia","2017","Medium","2533.794"
"Namibia","2017","High","2540.946"
"Namibia","2017","Low","2525.958"
"Namibia","2017","Constant fertility","2541.055"
"Namibia","2017","Instant replacement","2494.720"
"Namibia","2017","Zero migration","2534.266"
"Namibia","2017","Constant mortality","2527.090"
"Namibia","2017","No change","2534.654"
"Namibia","2017","Momentum","2491.743"
"Nauru","2017","Medium","11.359"
"Nauru","2017","High","11.251"
"Nauru","2017","Low","11.193"
"Nauru","2017","Constant fertility","11.231"
"Nauru","2017","Instant replacement","11.362"
"Nauru","2017","Zero migration","11.460"
"Nauru","2017","Constant mortality","11.207"
"Nauru","2017","No change","11.215"
"Nauru","2017","Momentum","11.533"
"Nepal","2017","Medium","29304.998"
"Nepal","2017","High","29384.765"
"Nepal","2017","Low","29195.798"
"Nepal","2017","Constant fertility","29375.512"
"Nepal","2017","Instant replacement","29325.361"
"Nepal","2017","Zero migration","29445.698"
"Nepal","2017","Constant mortality","29261.199"
"Nepal","2017","No change","29345.742"
"Nepal","2017","Momentum","29431.111"
"Netherlands","2017","Medium","17035.938"
"Netherlands","2017","High","17071.894"
"Netherlands","2017","Low","16994.840"
"Netherlands","2017","Constant fertility","17030.664"
"Netherlands","2017","Instant replacement","17088.130"
"Netherlands","2017","Zero migration","17004.550"
"Netherlands","2017","Constant mortality","17020.808"
"Netherlands","2017","No change","17018.070"
"Netherlands","2017","Momentum","17051.037"
"New Caledonia","2017","Medium","276.255"
"New Caledonia","2017","High","276.983"
"New Caledonia","2017","Low","275.526"
"New Caledonia","2017","Constant fertility","276.510"
"New Caledonia","2017","Instant replacement","276.049"
"New Caledonia","2017","Zero migration","273.917"
"New Caledonia","2017","Constant mortality","276.072"
"New Caledonia","2017","No change","276.334"
"New Caledonia","2017","Momentum","273.996"
"New Zealand","2017","Medium","4705.818"
"New Zealand","2017","High","4716.755"
"New Zealand","2017","Low","4693.843"
"New Zealand","2017","Constant fertility","4708.194"
"New Zealand","2017","Instant replacement","4710.443"
"New Zealand","2017","Zero migration","4672.256"
"New Zealand","2017","Constant mortality","4702.232"
"New Zealand","2017","No change","4705.106"
"New Zealand","2017","Momentum","4682.189"
"Nicaragua","2017","Medium","6217.581"
"Nicaragua","2017","High","6238.521"
"Nicaragua","2017","Low","6198.205"
"Nicaragua","2017","Constant fertility","6230.379"
"Nicaragua","2017","Instant replacement","6211.769"
"Nicaragua","2017","Zero migration","6265.271"
"Nicaragua","2017","Constant mortality","6214.889"
"Nicaragua","2017","No change","6226.864"
"Nicaragua","2017","Momentum","6245.960"
"Niger","2017","Medium","21477.348"
"Niger","2017","High","21521.010"
"Niger","2017","Low","21429.564"
"Niger","2017","Constant fertility","21512.642"
"Niger","2017","Instant replacement","20484.504"
"Niger","2017","Zero migration","21487.418"
"Niger","2017","Constant mortality","21442.141"
"Niger","2017","No change","21480.089"
"Niger","2017","Momentum","20482.410"
"Nigeria","2017","Medium","190886.311"
"Nigeria","2017","High","191334.735"
"Nigeria","2017","Low","190446.636"
"Nigeria","2017","Constant fertility","191413.476"
"Nigeria","2017","Instant replacement","185339.580"
"Nigeria","2017","Zero migration","191016.835"
"Nigeria","2017","Constant mortality","190521.158"
"Nigeria","2017","No change","191042.265"
"Nigeria","2017","Momentum","185313.910"
"Niue","2017","Medium","1.618"
"Niue","2017","High","1.627"
"Niue","2017","Low","1.617"
"Niue","2017","Constant fertility","1.624"
"Niue","2017","Instant replacement","1.615"
"Niue","2017","Zero migration","1.653"
"Niue","2017","Constant mortality","1.623"
"Niue","2017","No change","1.626"
"Niue","2017","Momentum","1.639"
"Northern Mariana Islands","2017","Medium","55.144"
"Northern Mariana Islands","2017","High","55.088"
"Northern Mariana Islands","2017","Low","54.880"
"Northern Mariana Islands","2017","Constant fertility","55.005"
"Northern Mariana Islands","2017","Instant replacement","55.447"
"Northern Mariana Islands","2017","Zero migration","55.297"
"Northern Mariana Islands","2017","Constant mortality","54.959"
"Northern Mariana Islands","2017","No change","54.983"
"Northern Mariana Islands","2017","Momentum","55.650"
"Norway","2017","Medium","5305.383"
"Norway","2017","High","5310.399"
"Norway","2017","Low","5284.765"
"Norway","2017","Constant fertility","5297.198"
"Norway","2017","Instant replacement","5318.799"
"Norway","2017","Zero migration","5240.230"
"Norway","2017","Constant mortality","5294.057"
"Norway","2017","No change","5293.654"
"Norway","2017","Momentum","5269.012"
"Oceania","2017","Medium","40690.786"
"Oceania","2017","High","40805.313"
"Oceania","2017","Low","40596.204"
"Oceania","2017","Constant fertility","40744.857"
"Oceania","2017","Instant replacement","40603.110"
"Oceania","2017","Zero migration","40327.431"
"Oceania","2017","Constant mortality","40678.557"
"Oceania","2017","No change","40722.400"
"Oceania","2017","Momentum","40293.522"
"Oman","2017","Medium","4636.262"
"Oman","2017","High","4683.072"
"Oman","2017","Low","4660.681"
"Oman","2017","Constant fertility","4687.443"
"Oman","2017","Instant replacement","4611.644"
"Oman","2017","Zero migration","4337.306"
"Oman","2017","Constant mortality","4670.316"
"Oman","2017","No change","4685.839"
"Oman","2017","Momentum","4386.194"
"Pakistan","2017","Medium","197015.955"
"Pakistan","2017","High","197554.104"
"Pakistan","2017","Low","196477.575"
"Pakistan","2017","Constant fertility","197653.483"
"Pakistan","2017","Instant replacement","194405.104"
"Pakistan","2017","Zero migration","197497.492"
"Pakistan","2017","Constant mortality","196928.438"
"Pakistan","2017","No change","197563.529"
"Pakistan","2017","Momentum","194749.053"
"Palau","2017","Medium","21.729"
"Palau","2017","High","21.790"
"Palau","2017","Low","21.680"
"Palau","2017","Constant fertility","21.754"
"Palau","2017","Instant replacement","21.788"
"Palau","2017","Zero migration","21.589"
"Palau","2017","Constant mortality","21.719"
"Palau","2017","No change","21.739"
"Palau","2017","Momentum","21.660"
"Panama","2017","Medium","4098.587"
"Panama","2017","High","4109.815"
"Panama","2017","Low","4086.862"
"Panama","2017","Constant fertility","4104.069"
"Panama","2017","Instant replacement","4079.626"
"Panama","2017","Zero migration","4085.496"
"Panama","2017","Constant mortality","4096.521"
"Panama","2017","No change","4102.214"
"Panama","2017","Momentum","4067.528"
"Papua New Guinea","2017","Medium","8251.162"
"Papua New Guinea","2017","High","8272.187"
"Papua New Guinea","2017","Low","8229.656"
"Papua New Guinea","2017","Constant fertility","8270.998"
"Papua New Guinea","2017","Instant replacement","8124.051"
"Papua New Guinea","2017","Zero migration","8251.398"
"Papua New Guinea","2017","Constant mortality","8247.138"
"Papua New Guinea","2017","No change","8267.124"
"Papua New Guinea","2017","Momentum","8122.813"
"Paraguay","2017","Medium","6811.297"
"Paraguay","2017","High","6831.753"
"Paraguay","2017","Low","6790.998"
"Paraguay","2017","Constant fertility","6823.001"
"Paraguay","2017","Instant replacement","6783.386"
"Paraguay","2017","Zero migration","6845.786"
"Paraguay","2017","Constant mortality","6809.760"
"Paraguay","2017","No change","6821.332"
"Paraguay","2017","Momentum","6809.966"
"Peru","2017","Medium","32165.485"
"Peru","2017","High","32255.589"
"Peru","2017","Low","32068.115"
"Peru","2017","Constant fertility","32214.480"
"Peru","2017","Instant replacement","32066.176"
"Peru","2017","Zero migration","32244.003"
"Peru","2017","Constant mortality","32142.551"
"Peru","2017","No change","32194.889"
"Peru","2017","Momentum","32114.828"
"Philippines","2017","Medium","104918.090"
"Philippines","2017","High","105193.065"
"Philippines","2017","Low","104599.599"
"Philippines","2017","Constant fertility","105083.251"
"Philippines","2017","Instant replacement","103932.281"
"Philippines","2017","Zero migration","105196.159"
"Philippines","2017","Constant mortality","104856.500"
"Philippines","2017","No change","105042.306"
"Philippines","2017","Momentum","104134.624"
"Poland","2017","Medium","38170.712"
"Poland","2017","High","38273.979"
"Poland","2017","Low","38062.897"
"Poland","2017","Constant fertility","38187.140"
"Poland","2017","Instant replacement","38507.996"
"Poland","2017","Zero migration","38188.930"
"Poland","2017","Constant mortality","38132.083"
"Poland","2017","No change","38150.661"
"Poland","2017","Momentum","38491.521"
"Polynesia","2017","Medium","686.371"
"Polynesia","2017","High","689.769"
"Polynesia","2017","Low","686.220"
"Polynesia","2017","Constant fertility","689.135"
"Polynesia","2017","Instant replacement","680.822"
"Polynesia","2017","Zero migration","697.046"
"Polynesia","2017","Constant mortality","687.620"
"Polynesia","2017","No change","688.741"
"Polynesia","2017","Momentum","688.315"
"Portugal","2017","Medium","10329.506"
"Portugal","2017","High","10357.986"
"Portugal","2017","Low","10307.694"
"Portugal","2017","Constant fertility","10335.601"
"Portugal","2017","Instant replacement","10413.251"
"Portugal","2017","Zero migration","10358.134"
"Portugal","2017","Constant mortality","10322.039"
"Portugal","2017","No change","10324.779"
"Portugal","2017","Momentum","10417.153"
"Puerto Rico","2017","Medium","3663.131"
"Puerto Rico","2017","High","3674.713"
"Puerto Rico","2017","Low","3654.695"
"Puerto Rico","2017","Constant fertility","3666.797"
"Puerto Rico","2017","Instant replacement","3688.271"
"Puerto Rico","2017","Zero migration","3694.887"
"Puerto Rico","2017","Constant mortality","3661.871"
"Puerto Rico","2017","No change","3663.949"
"Puerto Rico","2017","Momentum","3709.330"
"Qatar","2017","Medium","2639.211"
"Qatar","2017","High","2622.403"
"Qatar","2017","Low","2612.605"
"Qatar","2017","Constant fertility","2620.012"
"Qatar","2017","Instant replacement","2642.947"
"Qatar","2017","Zero migration","2524.119"
"Qatar","2017","Constant mortality","2617.085"
"Qatar","2017","No change","2619.573"
"Qatar","2017","Momentum","2572.340"
"Republic of Korea","2017","Medium","50982.212"
"Republic of Korea","2017","High","51114.094"
"Republic of Korea","2017","Low","50848.656"
"Republic of Korea","2017","Constant fertility","50920.675"
"Republic of Korea","2017","Instant replacement","51406.177"
"Republic of Korea","2017","Zero migration","50899.664"
"Republic of Korea","2017","Constant mortality","50932.081"
"Republic of Korea","2017","No change","50871.368"
"Republic of Korea","2017","Momentum","51293.792"
"Republic of Moldova","2017","Medium","4051.212"
"Republic of Moldova","2017","High","4062.510"
"Republic of Moldova","2017","Low","4036.651"
"Republic of Moldova","2017","Constant fertility","4052.138"
"Republic of Moldova","2017","Instant replacement","4096.757"
"Republic of Moldova","2017","Zero migration","4055.445"
"Republic of Moldova","2017","Constant mortality","4046.836"
"Republic of Moldova","2017","No change","4049.372"
"Republic of Moldova","2017","Momentum","4099.115"
"Réunion","2017","Medium","876.562"
"Réunion","2017","High","878.793"
"Réunion","2017","Low","874.491"
"Réunion","2017","Constant fertility","877.628"
"Réunion","2017","Instant replacement","874.327"
"Réunion","2017","Zero migration","879.960"
"Réunion","2017","Constant mortality","876.044"
"Réunion","2017","No change","877.026"
"Réunion","2017","Momentum","876.199"
"Romania","2017","Medium","19679.306"
"Romania","2017","High","19722.696"
"Romania","2017","Low","19627.465"
"Romania","2017","Constant fertility","19662.887"
"Romania","2017","Instant replacement","19786.592"
"Romania","2017","Zero migration","19748.995"
"Romania","2017","Constant mortality","19656.435"
"Romania","2017","No change","19644.191"
"Romania","2017","Momentum","19824.382"
"Russian Federation","2017","Medium","143989.754"
"Russian Federation","2017","High","144378.574"
"Russian Federation","2017","Low","143584.497"
"Russian Federation","2017","Constant fertility","143886.094"
"Russian Federation","2017","Instant replacement","144563.618"
"Russian Federation","2017","Zero migration","143593.645"
"Russian Federation","2017","Constant mortality","143840.082"
"Russian Federation","2017","No change","143743.990"
"Russian Federation","2017","Momentum","144154.086"
"Rwanda","2017","Medium","12208.407"
"Rwanda","2017","High","12249.975"
"Rwanda","2017","Low","12181.708"
"Rwanda","2017","Constant fertility","12263.807"
"Rwanda","2017","Instant replacement","11966.900"
"Rwanda","2017","Zero migration","12234.700"
"Rwanda","2017","Constant mortality","12196.167"
"Rwanda","2017","No change","12243.844"
"Rwanda","2017","Momentum","11973.876"
"Saint Helena","2017","Medium","4.049"
"Saint Helena","2017","High","4.078"
"Saint Helena","2017","Low","4.057"
"Saint Helena","2017","Constant fertility","4.071"
"Saint Helena","2017","Instant replacement","4.067"
"Saint Helena","2017","Zero migration","4.069"
"Saint Helena","2017","Constant mortality","4.066"
"Saint Helena","2017","No change","4.067"
"Saint Helena","2017","Momentum","4.062"
"Saint Kitts and Nevis","2017","Medium","55.345"
"Saint Kitts and Nevis","2017","High","55.521"
"Saint Kitts and Nevis","2017","Low","55.179"
"Saint Kitts and Nevis","2017","Constant fertility","55.401"
"Saint Kitts and Nevis","2017","Instant replacement","55.490"
"Saint Kitts and Nevis","2017","Zero migration","55.303"
"Saint Kitts and Nevis","2017","Constant mortality","55.320"
"Saint Kitts and Nevis","2017","No change","55.373"
"Saint Kitts and Nevis","2017","Momentum","55.428"
"Saint Lucia","2017","Medium","178.844"
"Saint Lucia","2017","High","179.446"
"Saint Lucia","2017","Low","178.344"
"Saint Lucia","2017","Constant fertility","179.030"
"Saint Lucia","2017","Instant replacement","180.318"
"Saint Lucia","2017","Zero migration","178.885"
"Saint Lucia","2017","Constant mortality","178.783"
"Saint Lucia","2017","No change","178.922"
"Saint Lucia","2017","Momentum","180.220"
"Saint Pierre and Miquelon","2017","Medium","6.320"
"Saint Pierre and Miquelon","2017","High","6.327"
"Saint Pierre and Miquelon","2017","Low","6.293"
"Saint Pierre and Miquelon","2017","Constant fertility","6.318"
"Saint Pierre and Miquelon","2017","Instant replacement","6.319"
"Saint Pierre and Miquelon","2017","Zero migration","6.401"
"Saint Pierre and Miquelon","2017","Constant mortality","6.309"
"Saint Pierre and Miquelon","2017","No change","6.315"
"Saint Pierre and Miquelon","2017","Momentum","6.383"
"Saint Vincent and the Grenadines","2017","Medium","109.897"
"Saint Vincent and the Grenadines","2017","High","110.346"
"Saint Vincent and the Grenadines","2017","Low","109.703"
"Saint Vincent and the Grenadines","2017","Constant fertility","110.151"
"Saint Vincent and the Grenadines","2017","Instant replacement","110.132"
"Saint Vincent and the Grenadines","2017","Zero migration","111.321"
"Saint Vincent and the Grenadines","2017","Constant mortality","109.987"
"Saint Vincent and the Grenadines","2017","No change","110.107"
"Saint Vincent and the Grenadines","2017","Momentum","111.125"
"Samoa","2017","Medium","196.440"
"Samoa","2017","High","197.010"
"Samoa","2017","Low","196.113"
"Samoa","2017","Constant fertility","197.042"
"Samoa","2017","Instant replacement","193.034"
"Samoa","2017","Zero migration","201.716"
"Samoa","2017","Constant mortality","196.439"
"Samoa","2017","No change","196.918"
"Samoa","2017","Momentum","197.116"
"San Marino","2017","Medium","33.400"
"San Marino","2017","High","33.434"
"San Marino","2017","Low","33.271"
"San Marino","2017","Constant fertility","33.319"
"San Marino","2017","Instant replacement","33.658"
"San Marino","2017","Zero migration","32.999"
"San Marino","2017","Constant mortality","33.326"
"San Marino","2017","No change","33.293"
"San Marino","2017","Momentum","33.371"
"Sao Tome and Principe","2017","Medium","204.327"
"Sao Tome and Principe","2017","High","204.866"
"Sao Tome and Principe","2017","Low","203.801"
"Sao Tome and Principe","2017","Constant fertility","204.991"
"Sao Tome and Principe","2017","Instant replacement","199.244"
"Sao Tome and Principe","2017","Zero migration","206.498"
"Sao Tome and Principe","2017","Constant mortality","204.256"
"Sao Tome and Principe","2017","No change","204.904"
"Sao Tome and Principe","2017","Momentum","200.904"
"Saudi Arabia","2017","Medium","32938.213"
"Saudi Arabia","2017","High","32993.542"
"Saudi Arabia","2017","Low","32809.534"
"Saudi Arabia","2017","Constant fertility","32988.923"
"Saudi Arabia","2017","Instant replacement","32768.224"
"Saudi Arabia","2017","Zero migration","32592.938"
"Saudi Arabia","2017","Constant mortality","32889.984"
"Saudi Arabia","2017","No change","32977.178"
"Saudi Arabia","2017","Momentum","32539.224"
"Senegal","2017","Medium","15850.567"
"Senegal","2017","High","15890.345"
"Senegal","2017","Low","15808.932"
"Senegal","2017","Constant fertility","15906.063"
"Senegal","2017","Instant replacement","15402.505"
"Senegal","2017","Zero migration","15891.246"
"Senegal","2017","Constant mortality","15830.925"
"Senegal","2017","No change","15887.044"
"Senegal","2017","Momentum","15428.967"
"Serbia","2017","Medium","8790.574"
"Serbia","2017","High","8815.136"
"Serbia","2017","Low","8771.516"
"Serbia","2017","Constant fertility","8790.590"
"Serbia","2017","Instant replacement","8832.535"
"Serbia","2017","Zero migration","8813.777"
"Serbia","2017","Constant mortality","8785.190"
"Serbia","2017","No change","8782.421"
"Serbia","2017","Momentum","8842.004"
"Seychelles","2017","Medium","94.737"
"Seychelles","2017","High","95.105"
"Seychelles","2017","Low","94.586"
"Seychelles","2017","Constant fertility","94.973"
"Seychelles","2017","Instant replacement","94.547"
"Seychelles","2017","Zero migration","95.254"
"Seychelles","2017","Constant mortality","94.800"
"Seychelles","2017","No change","94.924"
"Seychelles","2017","Momentum","94.838"
"Sierra Leone","2017","Medium","7557.212"
"Sierra Leone","2017","High","7578.383"
"Sierra Leone","2017","Low","7539.759"
"Sierra Leone","2017","Constant fertility","7593.589"
"Sierra Leone","2017","Instant replacement","7401.736"
"Sierra Leone","2017","Zero migration","7565.974"
"Sierra Leone","2017","Constant mortality","7545.382"
"Sierra Leone","2017","No change","7579.716"
"Sierra Leone","2017","Momentum","7403.425"
"Singapore","2017","Medium","5708.844"
"Singapore","2017","High","5741.579"
"Singapore","2017","Low","5711.717"
"Singapore","2017","Constant fertility","5725.005"
"Singapore","2017","Instant replacement","5760.809"
"Singapore","2017","Zero migration","5576.576"
"Singapore","2017","Constant mortality","5723.016"
"Singapore","2017","No change","5721.356"
"Singapore","2017","Momentum","5650.637"
"Sint Maarten (Dutch part)","2017","Medium","40.120"
"Sint Maarten (Dutch part)","2017","High","39.910"
"Sint Maarten (Dutch part)","2017","Low","39.695"
"Sint Maarten (Dutch part)","2017","Constant fertility","39.833"
"Sint Maarten (Dutch part)","2017","Instant replacement","40.282"
"Sint Maarten (Dutch part)","2017","Zero migration","39.391"
"Sint Maarten (Dutch part)","2017","Constant mortality","39.786"
"Sint Maarten (Dutch part)","2017","No change","39.817"
"Sint Maarten (Dutch part)","2017","Momentum","39.931"
"Slovakia","2017","Medium","5447.662"
"Slovakia","2017","High","5460.797"
"Slovakia","2017","Low","5431.027"
"Slovakia","2017","Constant fertility","5441.398"
"Slovakia","2017","Instant replacement","5485.728"
"Slovakia","2017","Zero migration","5443.878"
"Slovakia","2017","Constant mortality","5441.618"
"Slovakia","2017","No change","5437.095"
"Slovakia","2017","Momentum","5480.114"
"Slovenia","2017","Medium","2079.976"
"Slovenia","2017","High","2084.475"
"Slovenia","2017","Low","2074.374"
"Slovenia","2017","Constant fertility","2077.913"
"Slovenia","2017","Instant replacement","2088.862"
"Slovenia","2017","Zero migration","2076.966"
"Slovenia","2017","Constant mortality","2077.373"
"Slovenia","2017","No change","2075.853"
"Slovenia","2017","Momentum","2084.959"
"Solomon Islands","2017","Medium","611.343"
"Solomon Islands","2017","High","612.932"
"Solomon Islands","2017","Low","609.712"
"Solomon Islands","2017","Constant fertility","613.190"
"Solomon Islands","2017","Instant replacement","599.871"
"Solomon Islands","2017","Zero migration","616.355"
"Solomon Islands","2017","Constant mortality","610.851"
"Solomon Islands","2017","No change","612.710"
"Solomon Islands","2017","Momentum","603.618"
"Somalia","2017","Medium","14742.523"
"Somalia","2017","High","14772.112"
"Somalia","2017","Low","14706.548"
"Somalia","2017","Constant fertility","14786.564"
"Somalia","2017","Instant replacement","14194.933"
"Somalia","2017","Zero migration","14832.018"
"Somalia","2017","Constant mortality","14714.970"
"Somalia","2017","No change","14762.156"
"Somalia","2017","Momentum","14254.294"
"South Africa","2017","Medium","56717.156"
"South Africa","2017","High","56877.489"
"South Africa","2017","Low","56533.512"
"South Africa","2017","Constant fertility","56792.781"
"South Africa","2017","Instant replacement","56543.742"
"South Africa","2017","Zero migration","56568.987"
"South Africa","2017","Constant mortality","56476.544"
"South Africa","2017","No change","56562.946"
"South Africa","2017","Momentum","56295.634"
"South America","2017","Medium","424393.617"
"South America","2017","High","425645.882"
"South America","2017","Low","423138.448"
"South America","2017","Constant fertility","424838.146"
"South America","2017","Instant replacement","425175.132"
"South America","2017","Zero migration","424593.117"
"South America","2017","Constant mortality","424147.116"
"South America","2017","No change","424589.600"
"South America","2017","Momentum","425131.926"
"South Sudan","2017","Medium","12575.714"
"South Sudan","2017","High","12597.266"
"South Sudan","2017","Low","12536.908"
"South Sudan","2017","Constant fertility","12611.153"
"South Sudan","2017","Instant replacement","12262.855"
"South Sudan","2017","Zero migration","12490.060"
"South Sudan","2017","Constant mortality","12544.618"
"South Sudan","2017","No change","12588.405"
"South Sudan","2017","Momentum","12201.227"
"South-Central Asia","2017","Medium","1939824.232"
"South-Central Asia","2017","High","1945352.775"
"South-Central Asia","2017","Low","1933991.434"
"South-Central Asia","2017","Constant fertility","1943150.048"
"South-Central Asia","2017","Instant replacement","1935735.696"
"South-Central Asia","2017","Zero migration","1943104.987"
"South-Central Asia","2017","Constant mortality","1938334.548"
"South-Central Asia","2017","No change","1941780.322"
"South-Central Asia","2017","Momentum","1937641.289"
"South-Eastern Asia","2017","Medium","648780.040"
"South-Eastern Asia","2017","High","650505.933"
"South-Eastern Asia","2017","Low","646766.436"
"South-Eastern Asia","2017","Constant fertility","649529.052"
"South-Eastern Asia","2017","Instant replacement","647805.141"
"South-Eastern Asia","2017","Zero migration","649274.601"
"South-Eastern Asia","2017","Constant mortality","648338.099"
"South-Eastern Asia","2017","No change","649200.488"
"South-Eastern Asia","2017","Momentum","648063.674"
"Southern Africa","2017","Medium","65143.204"
"Southern Africa","2017","High","65330.989"
"Southern Africa","2017","Low","64935.310"
"Southern Africa","2017","Constant fertility","65244.001"
"Southern Africa","2017","Instant replacement","64878.966"
"Southern Africa","2017","Zero migration","65003.545"
"Southern Africa","2017","Constant mortality","64879.760"
"Southern Africa","2017","No change","64989.550"
"Southern Africa","2017","Momentum","64623.337"
"Southern Asia","2017","Medium","1868984.557"
"Southern Asia","2017","High","1874284.195"
"Southern Asia","2017","Low","1863374.159"
"Southern Asia","2017","Constant fertility","1872162.998"
"Southern Asia","2017","Instant replacement","1865293.540"
"Southern Asia","2017","Zero migration","1872149.199"
"Southern Asia","2017","Constant mortality","1867521.899"
"Southern Asia","2017","No change","1870824.410"
"Southern Asia","2017","Momentum","1867128.244"
"Southern Europe","2017","Medium","151989.290"
"Southern Europe","2017","High","152514.952"
"Southern Europe","2017","Low","151795.923"
"Southern Europe","2017","Constant fertility","152082.550"
"Southern Europe","2017","Instant replacement","152920.390"
"Southern Europe","2017","Zero migration","152000.506"
"Southern Europe","2017","Constant mortality","151991.985"
"Southern Europe","2017","No change","151918.697"
"Southern Europe","2017","Momentum","152635.155"
"Spain","2017","Medium","46354.321"
"Spain","2017","High","46576.821"
"Spain","2017","Low","46343.485"
"Spain","2017","Constant fertility","46425.678"
"Spain","2017","Instant replacement","46673.288"
"Spain","2017","Zero migration","46382.735"
"Spain","2017","Constant mortality","46416.429"
"Spain","2017","No change","46381.824"
"Spain","2017","Momentum","46569.676"
"Sri Lanka","2017","Medium","20876.917"
"Sri Lanka","2017","High","20932.387"
"Sri Lanka","2017","Low","20813.016"
"Sri Lanka","2017","Constant fertility","20891.245"
"Sri Lanka","2017","Instant replacement","20887.667"
"Sri Lanka","2017","Zero migration","21072.111"
"Sri Lanka","2017","Constant mortality","20859.090"
"Sri Lanka","2017","No change","20877.554"
"Sri Lanka","2017","Momentum","21030.652"
"State of Palestine","2017","Medium","4920.724"
"State of Palestine","2017","High","4933.661"
"State of Palestine","2017","Low","4906.672"
"State of Palestine","2017","Constant fertility","4937.246"
"State of Palestine","2017","Instant replacement","4808.500"
"State of Palestine","2017","Zero migration","4935.285"
"State of Palestine","2017","Constant mortality","4918.424"
"State of Palestine","2017","No change","4935.455"
"State of Palestine","2017","Momentum","4818.524"
"Sudan","2017","Medium","40533.330"
"Sudan","2017","High","40626.308"
"Sudan","2017","Low","40424.933"
"Sudan","2017","Constant fertility","40659.237"
"Sudan","2017","Instant replacement","39569.965"
"Sudan","2017","Zero migration","40671.399"
"Sudan","2017","Constant mortality","40496.442"
"Sudan","2017","No change","40629.761"
"Sudan","2017","Momentum","39655.145"
"Suriname","2017","Medium","563.402"
"Suriname","2017","High","564.936"
"Suriname","2017","Low","561.787"
"Suriname","2017","Constant fertility","564.113"
"Suriname","2017","Instant replacement","561.980"
"Suriname","2017","Zero migration","565.448"
"Suriname","2017","Constant mortality","563.162"
"Suriname","2017","No change","563.901"
"Suriname","2017","Momentum","563.525"
"Swaziland","2017","Medium","1367.254"
"Swaziland","2017","High","1371.977"
"Swaziland","2017","Low","1363.167"
"Swaziland","2017","Constant fertility","1371.890"
"Swaziland","2017","Instant replacement","1352.302"
"Swaziland","2017","Zero migration","1371.627"
"Swaziland","2017","Constant mortality","1363.233"
"Swaziland","2017","No change","1367.496"
"Swaziland","2017","Momentum","1353.750"
"Sweden","2017","Medium","9910.701"
"Sweden","2017","High","9934.471"
"Sweden","2017","Low","9888.342"
"Sweden","2017","Constant fertility","9911.149"
"Sweden","2017","Instant replacement","9927.231"
"Sweden","2017","Zero migration","9819.458"
"Sweden","2017","Constant mortality","9902.628"
"Sweden","2017","No change","9902.335"
"Sweden","2017","Momentum","9849.353"
"Switzerland","2017","Medium","8476.005"
"Switzerland","2017","High","8491.204"
"Switzerland","2017","Low","8448.774"
"Switzerland","2017","Constant fertility","8467.910"
"Switzerland","2017","Instant replacement","8523.060"
"Switzerland","2017","Zero migration","8357.945"
"Switzerland","2017","Constant mortality","8462.608"
"Switzerland","2017","No change","8460.522"
"Switzerland","2017","Momentum","8429.973"
"Syrian Arab Republic","2017","Medium","18269.868"
"Syrian Arab Republic","2017","High","17926.489"
"Syrian Arab Republic","2017","Low","17831.254"
"Syrian Arab Republic","2017","Constant fertility","17927.621"
"Syrian Arab Republic","2017","Instant replacement","18110.221"
"Syrian Arab Republic","2017","Zero migration","19315.757"
"Syrian Arab Republic","2017","Constant mortality","17886.725"
"Syrian Arab Republic","2017","No change","17935.353"
"Syrian Arab Republic","2017","Momentum","18780.623"
"Tajikistan","2017","Medium","8921.343"
"Tajikistan","2017","High","8950.471"
"Tajikistan","2017","Low","8896.700"
"Tajikistan","2017","Constant fertility","8944.694"
"Tajikistan","2017","Instant replacement","8788.471"
"Tajikistan","2017","Zero migration","8965.358"
"Tajikistan","2017","Constant mortality","8919.898"
"Tajikistan","2017","No change","8940.891"
"Tajikistan","2017","Momentum","8820.238"
"TFYR Macedonia","2017","Medium","2083.160"
"TFYR Macedonia","2017","High","2089.157"
"TFYR Macedonia","2017","Low","2077.669"
"TFYR Macedonia","2017","Constant fertility","2082.509"
"TFYR Macedonia","2017","Instant replacement","2096.098"
"TFYR Macedonia","2017","Zero migration","2085.460"
"TFYR Macedonia","2017","Constant mortality","2081.447"
"TFYR Macedonia","2017","No change","2080.530"
"TFYR Macedonia","2017","Momentum","2096.070"
"Thailand","2017","Medium","69037.513"
"Thailand","2017","High","69208.476"
"Thailand","2017","Low","68847.702"
"Thailand","2017","Constant fertility","69074.161"
"Thailand","2017","Instant replacement","69516.533"
"Thailand","2017","Zero migration","68988.593"
"Thailand","2017","Constant mortality","68979.895"
"Thailand","2017","No change","69025.774"
"Thailand","2017","Momentum","69441.962"
"Timor-Leste","2017","Medium","1296.311"
"Timor-Leste","2017","High","1298.098"
"Timor-Leste","2017","Low","1292.505"
"Timor-Leste","2017","Constant fertility","1301.346"
"Timor-Leste","2017","Instant replacement","1255.605"
"Timor-Leste","2017","Zero migration","1316.673"
